image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,Mood,Project,Family,Shade,Interior/Exterior,cdp,Color Collection,Style,PrimaryColorFamily,Value,Color Family
https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-blue/blue_hero_mobile_640x640.jpg,https://www.benjaminmoore.com/en-us/paint-colors/blue,['Blue Paint Colors'],/en-us/paint-colors/blue,2024-08-05T18:42:03Z,Blue Paint Colors  | Benjamin Moore,2024-07-04T18:48:38Z,Color,"Explore the Benjamin Moore Blue paint colors which are highly versatile, and are a perfect choice for any room. Slate and blue-grays can act as a neutral when paired with brighter colors, or stand on their own for a sophisticated look with cream, white and wood tones.  Discover our wide array of Blu",04d1cbf9a659a559067cd3684e81cce7d890646c,1,,"{'title': '<em>Blue</em> Paint Colors  | Benjamin Moore', 'sections': '<em>Blue</em> Paint Colors', 'description': 'Explore the Benjamin Moore <em>Blue</em> paint colors which are highly versatile, and are a perfect choice for any room. Slate and <em>blue</em>-grays can act as a neutral when paired with brighter colors, or stand on their own for a sophisticated look with cream, white and wood tones.  Discover our wide array of Blu', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;<em>blue</em>'}",62f698d0e7b9d27db10e44a6,,,,,,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-130-hale-navy-HC-154-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-154/hale-navy,"['Hale Navy', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-154/hale-navy,2024-07-21T20:55:34Z,Hale Navy HC-154 | Benjamin Moore,2024-07-21T20:55:33Z,Color,A use-anywhere shade of navy with a classic maritime feel.,a946b02ce2d4c5a7cce8d7e7e344c5f39a882f04,1,,{},62425b0b196a67bb0a8960a3,HC-154,Dark,Cool,434B56,Hale Navy,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-136-van-deusen-blue-HC-156-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-156/van-deusen-blue,"['Van Deusen Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-156/van-deusen-blue,2024-07-21T21:34:58Z,Van Deusen Blue HC-156 | Benjamin Moore,2024-07-21T21:34:58Z,Color,A foundational blue color that fits easily into both traditional and modern spaces.,63556063f509b8f5d9c434182dc7cdb515ebc19e,1,,"{'title': 'Van Deusen <em>Blue</em> HC-156 | Benjamin Moore', 'sections': 'Van Deusen <em>Blue</em>', 'description': 'A foundational <em>blue</em> color that fits easily into both traditional and modern spaces.', 'color_name': 'Van Deusen <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-156&#x2F;van-deusen-<em>blue</em>'}",62426b3928ccbc0f21dd9ee8,HC-156,Dark,Cool,485B6E,Van Deusen Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-125-smoke-2122-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2122-40/smoke,"['Smoke', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2122-40/smoke,2024-07-21T22:18:05Z,Smoke 2122-40 | Benjamin Moore,2024-07-21T22:18:05Z,Color,A versatile medium gray softened with attractive blue-green undertones.,7dc596209cb0cfb6c26015f770e6a8258e86077a,1,,{'description': 'A versatile medium gray softened with attractive <em>blue</em>-green undertones.'},624295b1196a6716108954b0,2122-40,Medium,Cool,BAC8C9,Smoke,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-117-palladian-blue-HC-144-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-144/palladian-blue,"['Palladian Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-144/palladian-blue,2024-07-21T20:34:01Z,Palladian Blue HC-144 | Benjamin Moore,2024-07-21T20:34:00Z,Color,"All is calm with this soft, airy blue that conjures clear skies and flecks of mother of pearl.",d4b4a8797dd71ef459807c16fa324ca2af22d10b,1,,"{'title': 'Palladian <em>Blue</em> HC-144 | Benjamin Moore', 'sections': 'Palladian <em>Blue</em>', 'description': 'All is calm with this soft, airy <em>blue</em> that conjures clear skies and flecks of mother of pearl.', 'color_name': 'Palladian <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-144&#x2F;palladian-<em>blue</em>'}",6242db8028ccbcc099dd966a,HC-144,Light,Cool,C1D1C9,Palladian Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-117-wedgewood-gray-HC-146-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-146/wedgewood-gray,"['Wedgewood Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-146/wedgewood-gray,2024-07-22T00:33:26Z,Wedgewood Gray HC-146 | Benjamin Moore,2024-07-22T00:33:25Z,Color,A classic soft blue with endless versatility.,50919b5c8baff93b62916b7d5e99df1ad9ba81eb,1,,{'description': 'A classic soft <em>blue</em> with endless versatility.'},62429862e7b9d2d01d0f60b3,HC-146,Medium,Cool,ACBFBD,Wedgewood Gray,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-142-champion-cobalt-2061-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2061-20/champion-cobalt,"['Champion Cobalt', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2061-20/champion-cobalt,2024-07-22T00:20:15Z,Champion Cobalt 2061-20 | Benjamin Moore,2024-07-22T00:20:15Z,Color,A hint of teal adds intrigue to this deep royal blue.,6eca8311aa2a5fa4ff5742b7bcbbbb83f68497a9,1,,{'description': 'A hint of teal adds intrigue to this deep royal <em>blue</em>.'},624297d964441ffe9f005d95,2061-20,Dark,Cool,264864,Champion Cobalt,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-symphony-blue-2060-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2060-10/symphony-blue,"['Symphony Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2060-10/symphony-blue,2024-07-22T00:18:42Z,Symphony Blue 2060-10 | Benjamin Moore,2024-07-22T00:18:42Z,Color,A classic shade of navy with a majestic presence.,8d56f69452d241b27ae65541591a56a028aee7bc,1,,"{'title': 'Symphony <em>Blue</em> 2060-10 | Benjamin Moore', 'sections': 'Symphony <em>Blue</em>', 'color_name': 'Symphony <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2060-10&#x2F;symphony-<em>blue</em>'}",6242f0d8e7b9d276590f4bd6,2060-10,Dark,Cool,203B5D,Symphony Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-168-breath-of-fresh-air-806-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/806/breath-of-fresh-air,"['Breath of Fresh Air', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/806/breath-of-fresh-air,2024-07-22T00:18:43Z,Breath of Fresh Air 806 | Benjamin Moore,2024-07-22T00:18:43Z,Color,"Like an exhale, this light blue provides soothing relief.",93b7d13f240d46edc15700e3696a7bd76319653e,1,,"{'description': 'Like an exhale, this light <em>blue</em> provides soothing relief.'}",6241fe4d64441fbb4a005186,806,Light,Cool,C9DDE5,Breath of Fresh Air,,,,,,,,,,,,,
https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-blue/blue_hero_mobile_640x640.jpg,https://www.benjaminmoore.com/en-us/color-overview/color-palettes/color-families/blue-paint-colors,"['Blue Paint Color by Family', 'Serenity, tranquility and calm. Ocean, sea and sky. The popularity of blue is palpable. From inspiration online, to advice from experts in-store, let us help you find the best blue paint colors for any project.', 'Warm + Cool + Most Popular Paint Colors', 'Choosing Blue Paint Colors: Consider the Room', 'Go Bold with Blue', 'Accent on Blue', 'The Allure of Blue-Gray Paint', 'Exteriors in Shades of Blue', 'Buy a Paint Sample', 'Ideas & Inspiration', 'Ready to Explore?', 'Benjamin Moore', 'For Professionals', 'Customer Service', 'Buy Paints and Stain']",/en-us/color-overview/color-palettes/color-families/blue-paint-colors,2024-08-03T18:30:41Z,Blue Paint Ideas | Benjamin Moore,2024-07-20T18:33:17Z,Color,Get ideas on how to use blue paint colors and give your home serene tranquility from the experts at Benjamin Moore.,59bc01379a087fd6741136c32b442e6cacd26d57,1,,"{'title': '<em>Blue</em> Paint Ideas | Benjamin Moore', 'sections': '<em>Blue</em> Paint Color by Family', 'description': 'Get ideas on how to use <em>blue</em> paint colors and give your home serene tranquility from the experts at Benjamin Moore.', 'page_path': '&#x2F;en-us&#x2F;color-overview&#x2F;color-palettes&#x2F;color-families&#x2F;<em>blue</em>-paint-colors'}",5d4dbf1e196a67a9f5bec4c5,,,,,,,en-us,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-125-iceberg-2122-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2122-50/iceberg,"['Iceberg', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2122-50/iceberg,2024-07-21T21:16:28Z,Iceberg 2122-50 | Benjamin Moore,2024-07-21T21:16:28Z,Color,"A beloved light blue-gray that brings a cool, refreshing splash of color to any space.",909315650d52023582d7700cc946865c6acc967f,1,,"{'description': 'A beloved light <em>blue</em>-gray that brings a cool, refreshing splash of color to any space.'}",6242a5f3e7b9d2b84f0f3bdb,2122-50,Light,Cool,D6E0E0,Iceberg,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-schooner-AF-520-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/af-520/schooner,"['Schooner', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/af-520/schooner,2024-07-22T00:44:16Z,Schooner AF-520 | Benjamin Moore,2024-07-22T00:44:16Z,Color,A stylish dark blue that evokes classic nautical motifs.,b36440bf19bd5092e08d797848bccadd66370c74,1,,{'description': 'A stylish dark <em>blue</em> that evokes classic nautical motifs.'},6242712d64441f5a360058ee,AF-520,Dark,Cool,527687,Schooner,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-143-amsterdam-AF-550-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/af-550/amsterdam,"['Amsterdam', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/af-550/amsterdam,2024-07-22T01:15:34Z,Amsterdam AF-550 | Benjamin Moore,2024-07-22T01:15:33Z,Color,An appealing blue-gray that merges Old World elegance and modern industry.,aa23587d9ac4d5a3e9450b5291e11892d9925be3,1,,{'description': 'An appealing <em>blue</em>-gray that merges Old World elegance and modern industry.'},62428bfa196a679f028951dd,AF-550,Medium,Cool,81949D,Amsterdam,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-147-blue-2066-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2066-10/blue,"['Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2066-10/blue,2024-07-21T19:32:06Z,Blue 2066-10 | Benjamin Moore,2024-07-21T19:32:06Z,Color,A brilliant dark hue evocative of pure blue ink.,020555b8ecb30f1d010c06c656ba1837a0e67adc,1,,"{'title': '<em>Blue</em> 2066-10 | Benjamin Moore', 'sections': '<em>Blue</em>', 'description': 'A brilliant dark hue evocative of pure <em>blue</em> ink.', 'color_name': '<em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2066-10&#x2F;<em>blue</em>'}",6242629b64441f46de0049dd,2066-10,Dark,Cool,233872,Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-139-prussian-blue-CW-625-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-625/prussian-blue,"['Prussian Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-625/prussian-blue,2024-07-30T14:01:16Z,Prussian Blue CW-625 | Benjamin Moore,2024-07-30T14:01:16Z,Color,"Inspired by the rich dark blue created by the popular 18th century pigment Prussian blue, this striking shade mirrors the beauty of blue-and-white Chinese export porcelain popular in 18th century homes.",581b0e1f74df817a154bffb8e22739e9bb6f7a52,1,,"{'title': 'Prussian <em>Blue</em> CW-625 | Benjamin Moore', 'sections': 'Prussian <em>Blue</em>', 'description': 'Inspired by the rich dark <em>blue</em> created by the popular 18th century pigment Prussian <em>blue</em>, this striking shade mirrors the beauty of <em>blue</em>-and-white Chinese export porcelain popular in 18th century homes.', 'color_name': 'Prussian <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-625&#x2F;prussian-<em>blue</em>', 'Family': '<em>Blue</em>'}",62473eb628ccbcb7f4dd9b96,CW-625,,,325A7D,Prussian Blue,,,"['Bright', 'Chaming', 'Moody']","['Bedroom', 'Cabinet', 'Living Room']",Blue,Dark,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,Coastal,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-209-apollo-blue-CW-645-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-645/apollo-blue,"['Apollo Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-645/apollo-blue,2024-06-28T18:50:33Z,Apollo Blue CW-645 | Benjamin Moore,2024-06-28T18:50:33Z,Color,"A mixture of the 18th century pigments Prussian blue, lamp black and white give Apollo blue a chalky, urban sensibility.",7c2e0966c8aba0c491ebf53d94fb09c1dea42fdc,1,,"{'title': 'Apollo <em>Blue</em> CW-645 | Benjamin Moore', 'sections': 'Apollo <em>Blue</em>', 'description': 'A mixture of the 18th century pigments Prussian <em>blue</em>, lamp black and white give Apollo <em>blue</em> a chalky, urban sensibility.', 'color_name': 'Apollo <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-645&#x2F;apollo-<em>blue</em>'}",62473ed1e7b9d2eab50f60fc,CW-645,Medium,Cool,768483,Apollo Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-140-greenhow-blue-CW-655-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-655/greenhow-blue,"['Greenhow Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-655/greenhow-blue,2024-07-20T19:11:41Z,Greenhow Blue CW-655 | Benjamin Moore,2024-07-20T19:11:41Z,Color,"This fresh, fanciful blue was inspired by the light blue found in both French and English wallpapers in Colonial Williamsburg's collections.",e47b8f23066c0b4df674933e7d2eb780e5da27e0,1,,"{'title': 'Greenhow <em>Blue</em> CW-655 | Benjamin Moore', 'sections': 'Greenhow <em>Blue</em>', 'description': 'This fresh, fanciful <em>blue</em> was inspired by the light <em>blue</em> found in both French and English wallpapers in Colonial Williamsburg&#x27;s collections.', 'color_name': 'Greenhow <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-655&#x2F;greenhow-<em>blue</em>'}",6247217228ccbc4318ddb30a,CW-655,Medium,Cool,ACC7D4,Greenhow Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-134-ewing-blue-CW-585-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-585/ewing-blue,"['Ewing Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-585/ewing-blue,2024-07-22T04:48:47Z,Ewing Blue CW-585 | Benjamin Moore,2024-07-22T04:48:47Z,Color,"Created by mixing a touch of Prussian blue into white paint, this very delicate shade of blue captures a feeling of age-old innocence.",231d4889965ebae3816255d2acc599e7d5ebeac8,1,,"{'title': 'Ewing <em>Blue</em> CW-585 | Benjamin Moore', 'sections': 'Ewing <em>Blue</em>', 'description': 'Created by mixing a touch of Prussian <em>blue</em> into white paint, this very delicate shade of <em>blue</em> captures a feeling of age-old innocence.', 'color_name': 'Ewing <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-585&#x2F;ewing-<em>blue</em>'}",6247559728ccbc1c34ddaa99,CW-585,Light,Cool,D0E2E0,Ewing Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-128-nelson-blue-CW-635-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-635/nelson-blue,"['Nelson Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-635/nelson-blue,2024-07-30T13:34:04Z,Nelson Blue CW-635 | Benjamin Moore,2024-07-03T13:26:55Z,Color,"This sheer, watery blue, created using the 18th century pigments Prussian blue, lamp black and white, has an elegant, ethereal quality.",a88bfbd9de77cb139245dae36e04d28fc6d5aa9f,1,,"{'title': 'Nelson <em>Blue</em> CW-635 | Benjamin Moore', 'sections': 'Nelson <em>Blue</em>', 'description': 'This sheer, watery <em>blue</em>, created using the 18th century pigments Prussian <em>blue</em>, lamp black and white, has an elegant, ethereal quality.', 'color_name': 'Nelson <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-635&#x2F;nelson-<em>blue</em>', 'Family': '<em>Blue</em>'}",62427b8d64441f16be00423d,CW-635,,,CED6D0,Nelson Blue,,,"['Calming', 'Chaming', 'Pale', 'Soft']","['Bathroom', 'Bedroom', 'Cabinet', 'Kitchen', 'Living Room']",Blue,Light,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,Cozy Cabin,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-140-randolph-blue-CW-615-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-615/randolph-blue,"['Randolph Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-615/randolph-blue,2024-07-31T04:41:06Z,Randolph Blue CW-615 | Benjamin Moore,2024-07-03T11:14:16Z,Color,"Based on blue distemper paints used in 18th century wallpaper, dense and dramatic Randolph blue is a rich, memorable color in any space.",8945d21322eb89b61736cee63064d8a440d5a62f,1,,"{'title': 'Randolph <em>Blue</em> CW-615 | Benjamin Moore', 'sections': 'Randolph <em>Blue</em>', 'description': 'Based on <em>blue</em> distemper paints used in 18th century wallpaper, dense and dramatic Randolph <em>blue</em> is a rich, memorable color in any space.', 'color_name': 'Randolph <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-615&#x2F;randolph-<em>blue</em>', 'Family': '<em>Blue</em>'}",62424eee196a6784018963a1,CW-615,,,3C829F,Randolph Blue,,,,,Blue,Medium,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-142-washington-blue-CW-630-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-630/washington-blue,"['Washington Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cw-630/washington-blue,2024-07-22T00:10:05Z,Washington Blue CW-630 | Benjamin Moore,2024-07-22T00:10:05Z,Color,"Suggesting gentility and culture, this deep, lush navy blue is based on the color created by hand-grinding Prussian blue in oil.",5886eb6a3fb052cb00ddac33e6fcc1ff6d0f9fbb,1,,"{'title': 'Washington <em>Blue</em> CW-630 | Benjamin Moore', 'sections': 'Washington <em>Blue</em>', 'description': 'Suggesting gentility and culture, this deep, lush navy <em>blue</em> is based on the color created by hand-grinding Prussian <em>blue</em> in oil.', 'color_name': 'Washington <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-630&#x2F;washington-<em>blue</em>'}",6247de3d64441ff4b60038b8,CW-630,Dark,Cool,304656,Washington Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-113-gossamer-blue-2123-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2123-40/gossamer-blue,"['Gossamer Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2123-40/gossamer-blue,2024-07-21T19:56:00Z,Gossamer Blue 2123-40 | Benjamin Moore,2024-07-21T19:56:00Z,Color,"With its balance of gray, blue and green tones, this beloved mid-tone evokes the comfortable, relaxed feeling of faded blue jeans and lazy summer days.",91fae0c35f5ad43ed076866622cfbc676adc117c,1,,"{'title': 'Gossamer <em>Blue</em> 2123-40 | Benjamin Moore', 'sections': 'Gossamer <em>Blue</em>', 'description': 'With its balance of gray, <em>blue</em> and green tones, this beloved mid-tone evokes the comfortable, relaxed feeling of faded <em>blue</em> jeans and lazy summer days.', 'color_name': 'Gossamer <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2123-40&#x2F;gossamer-<em>blue</em>'}",6242b32564441fd555004157,2123-40,Medium,Cool,B3C8C8,Gossamer Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-lafayette-blue-CW-610-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-610/lafayette-blue,"['Lafayette Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-610/lafayette-blue,2024-07-31T00:30:27Z,Lafayette Blue CW-610 | Benjamin Moore,2024-07-03T12:44:17Z,Color,"Known examples of 18th century paint guided the creation of Lafayette blue, a shade created by Colonial Williamsburg's Historic Resources staff using a hand-ground mix of period-authentic blue and white pigments.",7c536b33efb89519c50652df3d830c3507d4843f,1,,"{'title': 'Lafayette <em>Blue</em> CW-610 | Benjamin Moore', 'sections': 'Lafayette <em>Blue</em>', 'description': 'Known examples of 18th century paint guided the creation of Lafayette <em>blue</em>, a shade created by Colonial Williamsburg&#x27;s Historic Resources staff using a hand-ground mix of period-authentic <em>blue</em> and white pigments.', 'color_name': 'Lafayette <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-610&#x2F;lafayette-<em>blue</em>', 'Family': '<em>Blue</em>'}",6247e28864441fd8e2006265,CW-610,,,6CA6C4,Lafayette Blue,,,,,Blue,Medium,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-218-chiswell-blue-CW-660-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-660/chiswell-blue,"['Chiswell Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-660/chiswell-blue,2024-07-30T17:01:30Z,Chiswell Blue CW-660 | Benjamin Moore,2024-07-03T11:19:15Z,Color,"A more moody blue, this velvety shade -- a mix of white, black and Prussian blue pigments -- is a darker version of the pearl suggested in 18th century painting manuals.",eefd111230948be90cec6ff46bb9d562230aeafb,1,,"{'title': 'Chiswell <em>Blue</em> CW-660 | Benjamin Moore', 'sections': 'Chiswell <em>Blue</em>', 'description': 'A more moody <em>blue</em>, this velvety shade -- a mix of white, black and Prussian <em>blue</em> pigments -- is a darker version of the pearl suggested in 18th century painting manuals.', 'color_name': 'Chiswell <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-660&#x2F;chiswell-<em>blue</em>', 'Family': '<em>Blue</em>'}",62473edf196a676031894f8f,CW-660,,,81929B,Chiswell Blue,,,"['Chaming', 'Moody']","['Bathroom', 'Bedroom', 'Cabinet', 'Kitchen', 'Living Room']",Blue,Medium,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,Cozy Cabin,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-166-brazilian-blue-817-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/817/brazilian-blue,"['Brazilian Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/817/brazilian-blue,2024-07-21T20:46:36Z,Brazilian Blue 817 | Benjamin Moore,2024-07-03T11:16:24Z,Color,An intriguing cornflower blue with violet depths.,a4d2c597b331150bc2e3b39ebfe6c7dee24739c8,1,,"{'title': 'Brazilian <em>Blue</em> 817 | Benjamin Moore', 'sections': 'Brazilian <em>Blue</em>', 'description': 'An intriguing cornflower <em>blue</em> with violet depths.', 'color_name': 'Brazilian <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;817&#x2F;brazilian-<em>blue</em>'}",6242754f28ccbcb8a8dd9dbf,817,Medium,Cool,6E94CC,Brazilian Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-161-blue-lace-1625-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1625/blue-lace,"['Blue Lace', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1625/blue-lace,2024-07-22T04:01:45Z,Blue Lace 1625 | Benjamin Moore,2024-07-22T04:01:45Z,Color,"A soft, subtle light blue that evokes an easy elegance.",1d00a2a0d9a3f8d8fe9bf0cb1967c24173a0df40,1,,"{'title': '<em>Blue</em> Lace 1625 | Benjamin Moore', 'sections': '<em>Blue</em> Lace', 'description': 'A soft, subtle light <em>blue</em> that evokes an easy elegance.', 'color_name': '<em>Blue</em> Lace', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1625&#x2F;<em>blue</em>-lace'}",6242bee028ccbc1525dd9966,1625,Light,Cool,D0D8D9,Blue Lace,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-131-cape-blue-1642-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1642/cape-blue,"['Cape Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1642/cape-blue,2024-07-22T04:01:06Z,Cape Blue 1642 | Benjamin Moore,2024-07-22T04:01:05Z,Color,"Gray undertones ground this inviting, refreshing shade of blue.",67409aa91dc124fe6ce43350ce045af4ed995b31,1,,"{'title': 'Cape <em>Blue</em> 1642 | Benjamin Moore', 'sections': 'Cape <em>Blue</em>', 'description': 'Gray undertones ground this inviting, refreshing shade of <em>blue</em>.', 'color_name': 'Cape <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1642&#x2F;cape-<em>blue</em>'}",62429832196a67e99c895af3,1642,Medium,Cool,A1BAC0,Cape Blue,,,,,,,,,,,,,
