image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,Mood,Project,Family,Shade,Interior/Exterior,cdp,Color Collection,Style,PrimaryColorFamily,Value,Color Family
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-131-vanderberg-blue-721-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/721/vanderberg-blue,"['Vanderberg Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/721/vanderberg-blue,2024-07-21T23:15:05Z,Vanderberg Blue 721 | Benjamin Moore,2024-07-21T23:15:05Z,Color,"A dark, sophisticated teal with pronounced blue and green undertones.",365bae54f0feb656f7b05581c51f233ae7f8f651,1,,"{'title': 'Vanderberg <em>Blue</em> 721 | Benjamin Moore', 'sections': 'Vanderberg <em>Blue</em>', 'description': 'A dark, sophisticated teal with pronounced <em>blue</em> and green undertones.', 'color_name': 'Vanderberg <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;721&#x2F;vanderberg-<em>blue</em>'}",62429446e7b9d2842e0f498a,721,Dark,Cool,465A5D,Vanderberg Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-120-catalina-blue-703-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/703/catalina-blue,"['Catalina Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/703/catalina-blue,2024-07-21T23:24:55Z,Catalina Blue 703 | Benjamin Moore,2024-07-21T23:24:54Z,Color,"An easy, genteel blue-green with a subtle gray cast.",55a0a4256ac8c2c08776d76c3db96e9f9f1cedcc,1,,"{'title': 'Catalina <em>Blue</em> 703 | Benjamin Moore', 'sections': 'Catalina <em>Blue</em>', 'description': 'An easy, genteel <em>blue</em>-green with a subtle gray cast.', 'color_name': 'Catalina <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;703&#x2F;catalina-<em>blue</em>'}",6242f0d7196a6727b7896349,703,Medium,Cool,AABEB4,Catalina Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-166-blue-viola-1424-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1424/blue-viola,"['Blue Viola', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1424/blue-viola,2024-07-21T23:05:27Z,Blue Viola 1424 | Benjamin Moore,2024-07-21T23:05:26Z,Color,A pretty lilac anchored with a touch of blue.,e4a91b1b6c1f809504aaee486035f9b7954abeef,1,,"{'title': '<em>Blue</em> Viola 1424 | Benjamin Moore', 'sections': '<em>Blue</em> Viola', 'description': 'A pretty lilac anchored with a touch of <em>blue</em>.', 'color_name': '<em>Blue</em> Viola', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1424&#x2F;<em>blue</em>-viola'}",6242dba0e7b9d2020b0f3a86,1424,Medium,Cool,ACB3CA,Blue Viola,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-134-providence-blue-1636-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1636/providence-blue,"['Providence Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1636/providence-blue,2024-07-21T22:48:08Z,Providence Blue 1636 | Benjamin Moore,2024-07-21T22:48:08Z,Color,A cool-toned slate blue with dark gray undertones.,9d1e5e355abc4243f8c6d6184967956676f7b477,1,,"{'title': 'Providence <em>Blue</em> 1636 | Benjamin Moore', 'sections': 'Providence <em>Blue</em>', 'description': 'A cool-toned slate <em>blue</em> with dark gray undertones.', 'color_name': 'Providence <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1636&#x2F;providence-<em>blue</em>'}",6242bbb6e7b9d23e910f45f4,1636,Dark,Cool,66797F,Providence Blue,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-130-mozart-blue-1665-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1665/mozart-blue,"['Mozart Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1665/mozart-blue,2024-07-22T01:06:21Z,Mozart Blue 1665 | Benjamin Moore,2024-07-22T01:06:21Z,Color,A smoky blue finished with a hint of warmth.,7f10afbef93f079d72abcf64a349d35e757ec9ed,1,,"{'title': 'Mozart <em>Blue</em> 1665 | Benjamin Moore', 'sections': 'Mozart <em>Blue</em>', 'description': 'A smoky <em>blue</em> finished with a hint of warmth.', 'color_name': 'Mozart <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1665&#x2F;mozart-<em>blue</em>'}",62428da628ccbc9eb6dda712,1665,Dark,Cool,537284,Mozart Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-blue-heather-1620-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1620/blue-heather,"['Blue Heather', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1620/blue-heather,2024-07-21T20:56:36Z,Blue Heather 1620 | Benjamin Moore,2024-07-21T20:56:36Z,Color,A pearly gray that shows glints of blue and violet.,b0eddfc66fc8f6bef54930cd8d2ebe2957385322,1,,"{'title': '<em>Blue</em> Heather 1620 | Benjamin Moore', 'sections': '<em>Blue</em> Heather', 'description': 'A pearly gray that shows glints of <em>blue</em> and violet.', 'color_name': '<em>Blue</em> Heather', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1620&#x2F;<em>blue</em>-heather'}",6242d2e164441f3d450061fc,1620,Medium,Cool,B1BFC7,Blue Heather,Gray,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-143-bedford-blue-1679-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1679/bedford-blue,"['Bedford Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1679/bedford-blue,2024-07-21T21:34:07Z,Bedford Blue 1679 | Benjamin Moore,2024-07-21T21:34:07Z,Color,A classic shade of blue with an easygoing feel.,9f0b1af6b7aaaf64d5b970b45b8ce628969a07b9,1,,"{'title': 'Bedford <em>Blue</em> 1679 | Benjamin Moore', 'sections': 'Bedford <em>Blue</em>', 'description': 'A classic shade of <em>blue</em> with an easygoing feel.', 'color_name': 'Bedford <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1679&#x2F;bedford-<em>blue</em>'}",6242674364441fe31f00611c,1679,Dark,Cool,4E738C,Bedford Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-steel-blue-823-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/823/steel-blue,"['Steel Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/823/steel-blue,2024-07-21T19:58:16Z,Steel Blue 823 | Benjamin Moore,2024-07-21T19:58:15Z,Color,A touch of gray makes this medium blue endlessly malleable.,f27ef53561f465cc6973fa633932f1b411cb8e52,1,,"{'title': 'Steel <em>Blue</em> 823 | Benjamin Moore', 'sections': 'Steel <em>Blue</em>', 'description': 'A touch of gray makes this medium <em>blue</em> endlessly malleable.', 'color_name': 'Steel <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;823&#x2F;steel-<em>blue</em>'}",6242ecb2196a67bf478948d1,823,Medium,Cool,879EBF,Steel Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-160-bistro-blue-1421-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1421/bistro-blue,"['Bistro Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1421/bistro-blue,2024-07-21T20:01:04Z,Bistro Blue 1421 | Benjamin Moore,2024-07-21T20:01:04Z,Color,This blue-violet hue offers an eclectic appeal.,0e953ef6ca5110150e7aafc21b5ed92139499214,1,,"{'title': 'Bistro <em>Blue</em> 1421 | Benjamin Moore', 'sections': 'Bistro <em>Blue</em>', 'description': 'This <em>blue</em>-violet hue offers an eclectic appeal.', 'color_name': 'Bistro <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1421&#x2F;bistro-<em>blue</em>'}",6242cb1528ccbcf9c9dd9ee0,1421,Dark,Cool,53588A,Bistro Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-harlequin-blue-830-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/830/harlequin-blue,"['Harlequin Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/830/harlequin-blue,2024-07-21T20:07:37Z,Harlequin Blue 830 | Benjamin Moore,2024-07-21T20:07:37Z,Color,A grayish blue infused with a hint of purple.,848459a411479d6b9641566746edaf282293a188,1,,"{'title': 'Harlequin <em>Blue</em> 830 | Benjamin Moore', 'sections': 'Harlequin <em>Blue</em>', 'description': 'A grayish <em>blue</em> infused with a hint of purple.', 'color_name': 'Harlequin <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;830&#x2F;harlequin-<em>blue</em>'}",62428a9164441fd3560037e8,830,Medium,Cool,93A6BE,Harlequin Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-blue-nova-825-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/825/blue-nova,"['Blue Nova', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/825/blue-nova,2024-07-21T20:20:04Z,Blue Nova 825 | Benjamin Moore,2024-07-21T20:20:03Z,Color,"Violet and blue come together in this elevated, sumptuous hue.",2ea2d236c686ff04b2dee6594c59e6d2206845ce,1,,"{'title': '<em>Blue</em> Nova 825 | Benjamin Moore', 'sections': '<em>Blue</em> Nova', 'description': 'Violet and <em>blue</em> come together in this elevated, sumptuous hue.', 'color_name': '<em>Blue</em> Nova', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;825&#x2F;<em>blue</em>-nova'}",62428b7a64441fbd8e005815,825,Dark,Cool,5B6D92,Blue Nova,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-143-blue-nose-1678-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1678/blue-nose,"['Blue Nose', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1678/blue-nose,2024-07-21T19:32:06Z,Blue Nose 1678 | Benjamin Moore,2024-07-21T19:32:06Z,Color,A slate blue shade that offers balance and timeless style.,d066e5fefda2ca4787fa0bab62019de71e5a92b5,1,,"{'title': '<em>Blue</em> Nose 1678 | Benjamin Moore', 'sections': '<em>Blue</em> Nose', 'description': 'A slate <em>blue</em> shade that offers balance and timeless style.', 'color_name': '<em>Blue</em> Nose', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1678&#x2F;<em>blue</em>-nose'}",62428c2c64441f987f004cbd,1678,Medium,Cool,63879F,Blue Nose,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-131-fantasy-blue-716-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/716/fantasy-blue,"['Fantasy Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/716/fantasy-blue,2024-07-22T01:37:54Z,Fantasy Blue 716 | Benjamin Moore,2024-07-22T01:37:54Z,Color,An effervescent light blue with crisp hints of gray.,fbc892a2a6249abb9b6b2f323cc02824ede6de97,1,,"{'title': 'Fantasy <em>Blue</em> 716 | Benjamin Moore', 'sections': 'Fantasy <em>Blue</em>', 'description': 'An effervescent light <em>blue</em> with crisp hints of gray.', 'color_name': 'Fantasy <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;716&#x2F;fantasy-<em>blue</em>'}",6242951f28ccbc2d34ddb580,716,Light,Cool,C2D5D6,Fantasy Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-134-midnight-blue-1638-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1638/midnight-blue,"['Midnight Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1638/midnight-blue,2024-07-22T01:52:22Z,Midnight Blue 1638 | Benjamin Moore,2024-07-22T01:52:22Z,Color,"A deep, intriguing blue with slightly gray undertones.",6450dcfe891410a06178133ff39ae4799f5a50bc,1,,"{'title': 'Midnight <em>Blue</em> 1638 | Benjamin Moore', 'sections': 'Midnight <em>Blue</em>', 'description': 'A deep, intriguing <em>blue</em> with slightly gray undertones.', 'color_name': 'Midnight <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1638&#x2F;midnight-<em>blue</em>'}",6242812328ccbc0b48dda799,1638,Dark,Cool,494E52,Midnight Blue,,,,,,,,,,,Neutral,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-132-glacier-blue-1653-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1653/glacier-blue,"['Glacier Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1653/glacier-blue,2024-07-22T04:51:22Z,Glacier Blue 1653 | Benjamin Moore,2024-07-22T04:51:22Z,Color,A light blue reminiscent of an expansive Arctic sky.,3ca899f46c9fb66906949b3f45c740c19ce3715f,1,,"{'title': 'Glacier <em>Blue</em> 1653 | Benjamin Moore', 'sections': 'Glacier <em>Blue</em>', 'description': 'A light <em>blue</em> reminiscent of an expansive Arctic sky.', 'color_name': 'Glacier <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1653&#x2F;glacier-<em>blue</em>'}",62428c25196a67e9d3896213,1653,Light,Cool,C8DEE2,Glacier Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-140-blue-allure-771-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/771/blue-allure,"['Blue Allure', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/771/blue-allure,2024-07-22T04:53:26Z,Blue Allure 771 | Benjamin Moore,2024-07-22T04:53:26Z,Color,A light blue as delicate and beautiful as fine crystal.,ccb96a3aa38a4bb3eb8fd9f1d0e1d5ecbaaf307c,1,,"{'title': '<em>Blue</em> Allure 771 | Benjamin Moore', 'sections': '<em>Blue</em> Allure', 'description': 'A light <em>blue</em> as delicate and beautiful as fine crystal.', 'color_name': '<em>Blue</em> Allure', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;771&#x2F;<em>blue</em>-allure'}",6243045828ccbc2ec2ddbfb3,771,Light,Cool,C0DFE7,Blue Allure,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-131-blue-dusk-1644-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1644/blue-dusk,"['Blue Dusk', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1644/blue-dusk,2024-07-22T04:00:25Z,Blue Dusk 1644 | Benjamin Moore,2024-07-22T04:00:25Z,Color,A gray undertone brings depth to this muted ocean blue.,c74abb50b80ee34f87ffcfb6dd3a971d6f2ce244,1,,"{'title': '<em>Blue</em> Dusk 1644 | Benjamin Moore', 'sections': '<em>Blue</em> Dusk', 'description': 'A gray undertone brings depth to this muted ocean <em>blue</em>.', 'color_name': '<em>Blue</em> Dusk', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1644&#x2F;<em>blue</em>-dusk'}",624294b128ccbcd944dd98bb,1644,Medium,Cool,6E8791,Blue Dusk,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-136-bayville-blue-747-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/747/bayville-blue,"['Bayville Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/747/bayville-blue,2024-07-30T23:06:36Z,Bayville Blue 747 | Benjamin Moore,2024-07-03T15:43:18Z,Color,A muted cornflower blue heightened with a wink of green.,3dc36b6724bb5e0a8e167be48cbb77ab310a7647,1,,"{'title': 'Bayville <em>Blue</em> 747 | Benjamin Moore', 'sections': 'Bayville <em>Blue</em>', 'description': 'A muted cornflower <em>blue</em> heightened with a wink of green.', 'color_name': 'Bayville <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;747&#x2F;bayville-<em>blue</em>', 'Family': '<em>Blue</em>'}",624305a1e7b9d25b100f4d34,747,,,71AEBB,Bayville Blue,,,,,Blue,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-seaside-blue-2054-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2054-50/seaside-blue,"['Seaside Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2054-50/seaside-blue,2024-07-22T04:23:16Z,Seaside Blue 2054-50 | Benjamin Moore,2024-07-22T04:23:16Z,Color,A cornflower blue that exudes effortless style.,7deb4a7a8b0930ffcf477aea7c8efaaf020a65d7,1,,"{'title': 'Seaside <em>Blue</em> 2054-50 | Benjamin Moore', 'sections': 'Seaside <em>Blue</em>', 'description': 'A cornflower <em>blue</em> that exudes effortless style.', 'color_name': 'Seaside <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2054-50&#x2F;seaside-<em>blue</em>'}",6243081228ccbc47c7ddbb22,2054-50,Medium,Cool,80C0CF,Seaside Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-118-ice-blue-2052-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2052-70/ice-blue,"['Ice Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2052-70/ice-blue,2024-07-21T13:34:40Z,Ice Blue 2052-70 | Benjamin Moore,2024-07-21T13:34:40Z,Color,A delicate blue with crisp mint undertones.,08a22283ee6950f36f759f763e1f46468ce48fd4,1,,"{'title': 'Ice <em>Blue</em> 2052-70 | Benjamin Moore', 'sections': 'Ice <em>Blue</em>', 'description': 'A delicate <em>blue</em> with crisp mint undertones.', 'color_name': 'Ice <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2052-70&#x2F;ice-<em>blue</em>'}",624308fa28ccbc1ad0ddb4bf,2052-70,Light,Cool,D5EBEA,Ice Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-147-true-blue-2066-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2066-50/true-blue,"['True Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2066-50/true-blue,2024-07-22T02:08:11Z,True Blue 2066-50 | Benjamin Moore,2024-07-22T02:08:11Z,Color,"A confident, spirited shade of cerulean blue.",df705882cdaa4516290253b0693f5268fbcaa888,1,,"{'title': 'True <em>Blue</em> 2066-50 | Benjamin Moore', 'sections': 'True <em>Blue</em>', 'description': 'A confident, spirited shade of cerulean <em>blue</em>.', 'color_name': 'True <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2066-50&#x2F;true-<em>blue</em>'}",6242629be7b9d21e030f55e2,2066-50,Medium,Cool,6CBAEA,True Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-147-light-blue-2066-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2066-70/light-blue,"['Light Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2066-70/light-blue,2024-07-22T02:08:56Z,Light Blue 2066-70 | Benjamin Moore,2024-07-22T02:08:56Z,Color,"A delicate, soft touch of sky blue.",936bec2fb605a965afa113128923e849c4014326,1,,"{'title': 'Light <em>Blue</em> 2066-70 | Benjamin Moore', 'sections': 'Light <em>Blue</em>', 'description': 'A delicate, soft touch of sky <em>blue</em>.', 'color_name': 'Light <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2066-70&#x2F;light-<em>blue</em>'}",6242630928ccbcbed9ddb053,2066-70,Light,Cool,CAE8F3,Light Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-blue-nova-CC-860-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-860/blue-nova,"['Blue Nova', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-860/blue-nova,2024-06-28T20:10:32Z,Blue Nova CC-860 | Benjamin Moore,2024-06-28T20:10:31Z,Color,"Violet and blue come together in this elevated, sumptuous hue.",7ea80886a181714cc89bf88d8f95c3ddb609304a,1,,"{'title': '<em>Blue</em> Nova CC-860 | Benjamin Moore', 'sections': '<em>Blue</em> Nova', 'description': 'Violet and <em>blue</em> come together in this elevated, sumptuous hue.', 'color_name': '<em>Blue</em> Nova', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-860&#x2F;<em>blue</em>-nova'}",62496380196a678f33894899,CC-860,Dark,Cool,5B6D92,Blue Nova,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-166-blue-viola-CC-940-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-940/blue-viola,"['Blue Viola', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-940/blue-viola,2024-06-28T20:25:33Z,Blue Viola CC-940 | Benjamin Moore,2024-06-28T20:25:33Z,Color,A pretty lilac anchored with a touch of blue.,57034cb20f18f908f79f67daa788e3ae607167c2,1,,"{'title': '<em>Blue</em> Viola CC-940 | Benjamin Moore', 'sections': '<em>Blue</em> Viola', 'description': 'A pretty lilac anchored with a touch of <em>blue</em>.', 'color_name': '<em>Blue</em> Viola', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-940&#x2F;<em>blue</em>-viola'}",624734f7196a673a278949ea,CC-940,Medium,Cool,ACB3CA,Blue Viola,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-jet-blue-CC-870-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-870/jet-blue,"['Jet Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-870/jet-blue,2024-07-21T22:17:23Z,Jet Blue CC-870 | Benjamin Moore,2024-07-21T22:17:22Z,Color,A dark sapphire blue that sparkles with violet undertones.,457c829e4ab19b5b0b9edc801b969e3951a6857f,1,,"{'title': 'Jet <em>Blue</em> CC-870 | Benjamin Moore', 'sections': 'Jet <em>Blue</em>', 'description': 'A dark sapphire <em>blue</em> that sparkles with violet undertones.', 'color_name': 'Jet <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-870&#x2F;jet-<em>blue</em>'}",6242ef12e7b9d276590f46eb,CC-870,Dark,Cool,414A62,Jet Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-120-wythe-blue-HC-143-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-143/wythe-blue,"['Wythe Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-143/wythe-blue,2024-07-21T20:34:58Z,Wythe Blue HC-143 | Benjamin Moore,2024-07-21T20:34:58Z,Color,"An easy, genteel blue-green with a subtle gray cast.",61ed3057dd0e786f8293ebe40bb7a33e45227bf3,1,,"{'title': 'Wythe <em>Blue</em> HC-143 | Benjamin Moore', 'sections': 'Wythe <em>Blue</em>', 'description': 'An easy, genteel <em>blue</em>-green with a subtle gray cast.', 'color_name': 'Wythe <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-143&#x2F;wythe-<em>blue</em>'}",6242936b28ccbcd75fdda14c,HC-143,Medium,Cool,AABEB4,Wythe Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-120-stratton-blue-HC-142-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-142/stratton-blue,"['Stratton Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-142/stratton-blue,2024-07-21T20:34:53Z,Stratton Blue HC-142 | Benjamin Moore,2024-07-21T20:34:53Z,Color,A muted blue-green that can quietly anchor a room.,3e811a94acfcb37191f67b8e17ffaa0e7eb30242,1,,"{'title': 'Stratton <em>Blue</em> HC-142 | Benjamin Moore', 'sections': 'Stratton <em>Blue</em>', 'description': 'A muted <em>blue</em>-green that can quietly anchor a room.', 'color_name': 'Stratton <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-142&#x2F;stratton-<em>blue</em>'}",6242c2db196a675a3089629c,HC-142,Medium,Cool,93A9A0,Stratton Blue,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-133-philipsburg-blue-HC-159-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-159/philipsburg-blue,"['Philipsburg Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-159/philipsburg-blue,2024-07-21T09:46:02Z,Philipsburg Blue HC-159 | Benjamin Moore,2024-07-21T09:46:02Z,Color,A grayish blue that conjures still waters at dusk.,bfdb19d570a430fe6fb0302c199c795d3f5cc050,1,,"{'title': 'Philipsburg <em>Blue</em> HC-159 | Benjamin Moore', 'sections': 'Philipsburg <em>Blue</em>', 'description': 'A grayish <em>blue</em> that conjures still waters at dusk.', 'color_name': 'Philipsburg <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-159&#x2F;philipsburg-<em>blue</em>'}",62426c0064441f3a99005fcc,HC-159,Dark,Cool,627885,Philipsburg Blue,Gray,,,,,,,,,,,,
