sections,page_path,title,type,color_number,description,external_id,color_hex,image,url,published_at,Family,Shade,updated_at,color_name,Interior/Exterior,cdp,Color Collection,popularity,info,highlight,id,ColorValue,WarmCool,Undertone,Mood,Project,Style,language
"['Tear Drop Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2053-60/tear-drop-blue,Tear Drop Blue 2053-60 | Benjamin Moore,Color,2053-60,A pretty sky blue that can be taken in a playful or sophisticated direction.,1a10f76dc35f8b52cdad1a64618e701b4e09af98,B8DAE0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-109-tear-drop-blue-2053-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2053-60/tear-drop-blue,2024-07-21T23:39:52Z,,,2024-07-21T23:39:52Z,Tear Drop Blue,,,,1,,"{'title': 'Tear Drop <em>Blue</em> 2053-60 | Benjamin Moore', 'sections': 'Tear Drop <em>Blue</em>', 'description': 'A pretty sky <em>blue</em> that can be taken in a playful or sophisticated direction.', 'color_name': 'Tear Drop <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2053-60&#x2F;tear-drop-<em>blue</em>'}",6242ef8d28ccbc5a50dda383,Light,Cool,,,,,
"['Blue Suede Shoes', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/798/blue-suede-shoes,Blue Suede Shoes 798 | Benjamin Moore,Color,798,A rich blue that brings to mind sumptuous velvets and silks.,d8260fcedf03152e2549940c8169078bf33cbd26,2F5688,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-blue-suede-shoes-798-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/798/blue-suede-shoes,2024-07-21T21:13:26Z,,,2024-07-21T21:13:26Z,Blue Suede Shoes,,,,1,,"{'title': '<em>Blue</em> Suede Shoes 798 | Benjamin Moore', 'sections': '<em>Blue</em> Suede Shoes', 'description': 'A rich <em>blue</em> that brings to mind sumptuous velvets and silks.', 'color_name': '<em>Blue</em> Suede Shoes', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;798&#x2F;<em>blue</em>-suede-shoes'}",643a4275e7b9d2a09f3a570f,Dark,Cool,,,,,
"['Santa Monica Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/776/santa-monica-blue,Santa Monica Blue 776 | Benjamin Moore,Color,776,"With its smoky undertones, this beguiling blue evokes a distant beach at dusk.",a659b4cbc5f74661e55a04c6dbc1a97c7b9bcad3,3A6E8C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-140-santa-monica-blue-776-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/776/santa-monica-blue,2024-07-21T21:36:50Z,,,2024-07-21T21:36:50Z,Santa Monica Blue,,,,1,,"{'title': 'Santa Monica <em>Blue</em> 776 | Benjamin Moore', 'sections': 'Santa Monica <em>Blue</em>', 'description': 'With its smoky undertones, this beguiling <em>blue</em> evokes a distant beach at dusk.', 'color_name': 'Santa Monica <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;776&#x2F;santa-monica-<em>blue</em>'}",6242d448196a67433c8950e9,Dark,Cool,,,,,
"['Florida Keys Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2050-40/florida-keys-blue,Florida Keys Blue 2050-40 | Benjamin Moore,Color,2050-40,A mist of gray adds intrigue to this unique shade of blue-green.,8b925bb2b3ef434e415709bdaafc5bbbfcf5c75c,6DA9A7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-117-florida-keys-blue-2050-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2050-40/florida-keys-blue,2024-07-21T20:26:44Z,,,2024-07-21T20:26:44Z,Florida Keys Blue,,,,1,,"{'title': 'Florida Keys <em>Blue</em> 2050-40 | Benjamin Moore', 'sections': 'Florida Keys <em>Blue</em>', 'description': 'A mist of gray adds intrigue to this unique shade of <em>blue</em>-green.', 'color_name': 'Florida Keys <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2050-40&#x2F;florida-keys-<em>blue</em>'}",624296da196a6758f989498d,Medium,Cool,,,,,
"['Morning Sky Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2053-70/morning-sky-blue,Morning Sky Blue 2053-70 | Benjamin Moore,Color,2053-70,A pale blue that reflects the crisp cast of the early morning sky.,e3dcdea113b4d6da84642f8127b6e4761e86d40c,D6EAEC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-109-morning-sky-blue-2053-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2053-70/morning-sky-blue,2024-07-21T22:38:15Z,,,2024-07-21T22:38:15Z,Morning Sky Blue,,,,1,,"{'title': 'Morning Sky <em>Blue</em> 2053-70 | Benjamin Moore', 'sections': 'Morning Sky <em>Blue</em>', 'description': 'A pale <em>blue</em> that reflects the crisp cast of the early morning sky.', 'color_name': 'Morning Sky <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2053-70&#x2F;morning-sky-<em>blue</em>'}",6242fc4828ccbcd81edd9ef2,Light,Cool,,,,,
"['Dark Royal Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2065-20/dark-royal-blue,Dark Royal Blue 2065-20 | Benjamin Moore,Color,2065-20,"A hint of violet gives this classic blue a regal, beguiling quality.",ec7367ca04fbef51775c01c7506573efbb850d48,144B86,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-144-dark-royal-blue-2065-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2065-20/dark-royal-blue,2024-07-21T19:29:23Z,,,2024-07-21T19:29:23Z,Dark Royal Blue,,,,1,,"{'title': 'Dark Royal <em>Blue</em> 2065-20 | Benjamin Moore', 'sections': 'Dark Royal <em>Blue</em>', 'description': 'A hint of violet gives this classic <em>blue</em> a regal, beguiling quality.', 'color_name': 'Dark Royal <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2065-20&#x2F;dark-royal-<em>blue</em>'}",62426365e7b9d20dae0f58e0,Dark,Cool,,,,,
"['Wild Blue Yonder', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-620/wild-blue-yonder,Wild Blue Yonder CSP-620 | Benjamin Moore,Color,CSP-620,"Take to the air with this dimensional, unleashed blue. Like the sky, your possibilities are limitless.",545bab98371b97d941c1cf9c963d58f6dc83bb00,798E99,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-130-wild-blue-yonder-CSP-620-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-620/wild-blue-yonder,2024-07-21T19:36:02Z,,,2024-07-21T19:36:01Z,Wild Blue Yonder,,,,1,,"{'title': 'Wild <em>Blue</em> Yonder CSP-620 | Benjamin Moore', 'sections': 'Wild <em>Blue</em> Yonder', 'description': 'Take to the air with this dimensional, unleashed <em>blue</em>. Like the sky, your possibilities are limitless.', 'color_name': 'Wild <em>Blue</em> Yonder', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-620&#x2F;wild-<em>blue</em>-yonder'}",6243178f196a67121c895e2b,Medium,Cool,Gray,,,,
"['Ocean City Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/718/ocean-city-blue,Ocean City Blue 718 | Benjamin Moore,Color,718,A muted blue reminiscent of a walk along the boardwalk in early fall.,791647e3f66d712d70b48930416f2cc7e23f3ff5,97B2B7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-131-ocean-city-blue-718-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/718/ocean-city-blue,2024-07-22T02:10:50Z,,,2024-07-22T02:10:50Z,Ocean City Blue,,,,1,,"{'title': 'Ocean City <em>Blue</em> 718 | Benjamin Moore', 'sections': 'Ocean City <em>Blue</em>', 'description': 'A muted <em>blue</em> reminiscent of a walk along the boardwalk in early fall.', 'color_name': 'Ocean City <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;718&#x2F;ocean-city-<em>blue</em>'}",62429832196a672512896fd2,Medium,Cool,,,,,
"[""I've Got the Blues"", 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/774/ive-got-the-blues,I've Got the Blues 774 | Benjamin Moore,Color,774,A muted medium blue that captures the distinctive hue of perfectly faded jeans.,0ed14a5759dce55ea1ea504af63e5bbe3f2a1387,6AA4BE,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-140-ive-got-the-blues-774-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/774/ive-got-the-blues,2024-07-22T04:54:21Z,,,2024-07-22T04:54:20Z,I've Got the Blues,,,,1,,"{'title': 'I&#x27;ve Got the <em>Blues</em> 774 | Benjamin Moore', 'sections': 'I&#x27;ve Got the <em>Blues</em>', 'description': 'A muted medium <em>blue</em> that captures the distinctive hue of perfectly faded jeans.', 'color_name': 'I&#x27;ve Got the <em>Blues</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;774&#x2F;ive-got-the-<em>blues</em>'}",6242d46728ccbc85d6ddacee,Medium,Cool,,,,,
"['Nova Scotia Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/796/nova-scotia-blue,Nova Scotia Blue 796 | Benjamin Moore,Color,796,A timeless cornflower blue that brings to mind quaint cottages by the sea.,be6dadcc7ccab51d41e5af042cd1f6d982c11a50,6BA3D0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-nova-scotia-blue-796-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/796/nova-scotia-blue,2024-07-22T03:14:12Z,,,2024-07-22T03:14:12Z,Nova Scotia Blue,,,,1,,"{'title': 'Nova Scotia <em>Blue</em> 796 | Benjamin Moore', 'sections': 'Nova Scotia <em>Blue</em>', 'description': 'A timeless cornflower <em>blue</em> that brings to mind quaint cottages by the sea.', 'color_name': 'Nova Scotia <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;796&#x2F;nova-scotia-<em>blue</em>'}",62428c85196a678e8f8965d5,Medium,Cool,,,,,
"['How Blue Am I?', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/752/how-blue-am-i,How Blue Am I? 752 | Benjamin Moore,Color,752,"Blithe and easygoing, this saturated sky blue also exhibits a dash of confidence.",5116273d7178e80374db682b24c531ab173164be,84C5CE,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-129-how-blue-am-i-752-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/752/how-blue-am-i,2024-07-30T21:53:19Z,Blue,Medium,2024-07-30T21:53:18Z,How Blue Am I?,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,1,,"{'title': 'How <em>Blue</em> Am I? 752 | Benjamin Moore', 'sections': 'How <em>Blue</em> Am I?', 'description': 'Blithe and easygoing, this saturated sky <em>blue</em> also exhibits a dash of confidence.', 'color_name': 'How <em>Blue</em> Am I?', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;752&#x2F;how-<em>blue</em>-am-i', 'Family': '<em>Blue</em>'}",6242e47264441f3817005ed6,,,,,,,
"['Costa Rica Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2064-50/costa-rica-blue,Costa Rica Blue 2064-50 | Benjamin Moore,Color,2064-50,"An intense shade of sky blue that still maintains a lighthearted, carefree energy.",df83dcea74c59418f2261f49658fb05a4431901e,74BAE3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-135-costa-rica-blue-2064-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2064-50/costa-rica-blue,2024-07-30T20:43:08Z,Blue,Medium,2024-07-30T20:43:08Z,Costa Rica Blue,"['Interior', 'Exterior']",true,Color Preview&reg;,1,,"{'title': 'Costa Rica <em>Blue</em> 2064-50 | Benjamin Moore', 'sections': 'Costa Rica <em>Blue</em>', 'description': 'An intense shade of sky <em>blue</em> that still maintains a lighthearted, carefree energy.', 'color_name': 'Costa Rica <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2064-50&#x2F;costa-rica-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242ca1328ccbcf9c9dd9c87,,,,,,,
"['Fairy Tale Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2055-50/fairy-tale-blue,Fairy Tale Blue 2055-50 | Benjamin Moore,Color,2055-50,"Delicate yet bright, a shade of baby blue that inspires a dreamy outlook.",0caaecc0d3bff45fa51862e14b07885bc274393c,78CBDA,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-110-fairy-tale-blue-2055-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2055-50/fairy-tale-blue,2024-07-30T12:55:12Z,Blue,Medium,2024-07-30T12:55:11Z,Fairy Tale Blue,"['Interior', 'Exterior']",true,Color Preview&reg;,1,,"{'title': 'Fairy Tale <em>Blue</em> 2055-50 | Benjamin Moore', 'sections': 'Fairy Tale <em>Blue</em>', 'description': 'Delicate yet bright, a shade of baby <em>blue</em> that inspires a dreamy outlook.', 'color_name': 'Fairy Tale <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2055-50&#x2F;fairy-tale-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242e4b928ccbc65aedd9f5f,,,,,,,
"['Fair Isle Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-715/fair-isle-blue,Fair Isle Blue CSP-715 | Benjamin Moore,Color,CSP-715,"Rowing the deep blue, almost green sea, the fisherman speaks quietly to his love that waits on shore.",66e30fed7f9b04b5361da798444f085b792edcab,496E73,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-120-fair-isle-blue-CSP-715-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-715/fair-isle-blue,2024-07-21T20:28:12Z,,,2024-07-21T20:28:12Z,Fair Isle Blue,,,,1,,"{'title': 'Fair Isle <em>Blue</em> CSP-715 | Benjamin Moore', 'sections': 'Fair Isle <em>Blue</em>', 'description': 'Rowing the deep <em>blue</em>, almost green sea, the fisherman speaks quietly to his love that waits on shore.', 'color_name': 'Fair Isle <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-715&#x2F;fair-isle-<em>blue</em>'}",624316a0e7b9d25afd0f4e1b,Dark,Cool,,,,,
"['Old Blue Jeans', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/839/old-blue-jeans,Old Blue Jeans 839 | Benjamin Moore,Color,839,"Like a favorite pair of jeans, this darkened cornflower blue is perfectly faded to a comfortable, effortlessly stylish finish.",47845f32709cd6477473a47e0aa7edb3ff1b7240,6B89A3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-old-blue-jeans-839-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/839/old-blue-jeans,2024-07-22T02:08:13Z,,,2024-07-22T02:08:13Z,Old Blue Jeans,,,,1,,"{'title': 'Old <em>Blue</em> Jeans 839 | Benjamin Moore', 'sections': 'Old <em>Blue</em> Jeans', 'description': 'Like a favorite pair of jeans, this darkened cornflower <em>blue</em> is perfectly faded to a comfortable, effortlessly stylish finish.', 'color_name': 'Old <em>Blue</em> Jeans', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;839&#x2F;old-<em>blue</em>-jeans'}",62428af2196a676152897295,Medium,Cool,,,,,
"['Mill Springs Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-137/mill-springs-blue,Mill Springs Blue HC-137 | Benjamin Moore,Color,HC-137,A cyan hue the captures the exuberance of spring.,18375e4944df128a7cc0b09265396d82a7af3c35,7DA19A,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-117-mill-springs-blue-HC-137-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-137/mill-springs-blue,2024-07-22T03:31:42Z,,,2024-07-22T03:31:42Z,Mill Springs Blue,,,,1,,"{'title': 'Mill Springs <em>Blue</em> HC-137 | Benjamin Moore', 'sections': 'Mill Springs <em>Blue</em>', 'color_name': 'Mill Springs <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-137&#x2F;mill-springs-<em>blue</em>'}",6242ef4f64441fa0f3005d05,Medium,Cool,,,,,
"['Harbor Side Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/740/harbor-side-blue,Harbor Side Blue 740 | Benjamin Moore,Color,740,A deep aqua hue that brings to mind quaint seaside villages.,b107cafc7a4b5e8ea80ea9b8279348363d6fec92,5CB5B9,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-115-harbor-side-blue-740-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/740/harbor-side-blue,2024-07-21T23:04:32Z,,,2024-07-21T23:04:32Z,Harbor Side Blue,,,,1,,"{'title': 'Harbor Side <em>Blue</em> 740 | Benjamin Moore', 'sections': 'Harbor Side <em>Blue</em>', 'color_name': 'Harbor Side <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;740&#x2F;harbor-side-<em>blue</em>'}",62430807196a671ef9894a55,Medium,Cool,,,,,
"['San Jose Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/741/san-jose-blue,San Jose Blue 741 | Benjamin Moore,Color,741,A rich turquoise hue that can go in a playful or sophisticated direction.,39dc7fd4d5567d51263513cdee2cff13e8ac2461,2C9BA1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-115-san-jose-blue-741-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/741/san-jose-blue,2024-07-21T23:05:27Z,,,2024-07-21T23:05:27Z,San Jose Blue,,,,1,,"{'title': 'San Jose <em>Blue</em> 741 | Benjamin Moore', 'sections': 'San Jose <em>Blue</em>', 'color_name': 'San Jose <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;741&#x2F;san-jose-<em>blue</em>'}",6243081128ccbcbba0dd9d72,Medium,Cool,,,,,
"[""Ol' Blue Eyes"", 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2064-30/ol-blue-eyes,Ol' Blue Eyes 2064-30 | Benjamin Moore,Color,2064-30,A rich azure hue that can be used in both classic and unexpected ways.,c4fc58ae8d7cd22fa33403f1469d84b1b87a5712,0062A0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-135-ol-blue-eyes-2064-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2064-30/ol-blue-eyes,2024-07-21T23:36:00Z,,,2024-07-21T23:35:59Z,Ol' Blue Eyes,,,,1,,"{'title': 'Ol&#x27; <em>Blue</em> Eyes 2064-30 | Benjamin Moore', 'sections': 'Ol&#x27; <em>Blue</em> Eyes', 'color_name': 'Ol&#x27; <em>Blue</em> Eyes', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2064-30&#x2F;ol-<em>blue</em>-eyes'}",62428b84196a671dc0895e8c,Dark,Cool,,,,,
"['Starry Night Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2067-20/starry-night-blue,Starry Night Blue 2067-20 | Benjamin Moore,Color,2067-20,"A radiant navy akin to the dark indigo of dusk, this inky hue breathes romance into any space.",f280a3844fab034868d9bbda127e771ddcf01848,334076,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-167-starry-night-blue-2067-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2067-20/starry-night-blue,2024-07-21T20:46:35Z,,,2024-07-21T20:46:35Z,Starry Night Blue,,,,1,,"{'title': 'Starry Night <em>Blue</em> 2067-20 | Benjamin Moore', 'sections': 'Starry Night <em>Blue</em>', 'color_name': 'Starry Night <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2067-20&#x2F;starry-night-<em>blue</em>'}",6242ca3228ccbc3b55dd9a60,Dark,Cool,,,,,
"['Amelia Island Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2044-40/amelia-island-blue,Amelia Island Blue 2044-40 | Benjamin Moore,Color,2044-40,"A fun green with a sharp, cool cast.",867d611f8be5b5f75d7e1be0f368f476eed6d86c,25C7AF,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-123-amelia-island-blue-2044-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2044-40/amelia-island-blue,2024-07-21T20:49:08Z,,,2024-07-21T20:49:07Z,Amelia Island Blue,,,,1,,"{'title': 'Amelia Island <em>Blue</em> 2044-40 | Benjamin Moore', 'sections': 'Amelia Island <em>Blue</em>', 'color_name': 'Amelia Island <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2044-40&#x2F;amelia-island-<em>blue</em>'}",62430262196a679fb58947c7,Medium,Cool,,,,,
"['Boca Raton Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/711/boca-raton-blue,Boca Raton Blue 711 | Benjamin Moore,Color,711,A distinctive teal shaded by hints of gray.,0ec0d4126a1c35141ec617cfac9c2efdce7ebdb1,82A3A3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-128-boca-raton-blue-711-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/711/boca-raton-blue,2024-07-21T20:12:51Z,,,2024-07-21T20:12:51Z,Boca Raton Blue,,,,1,,"{'title': 'Boca Raton <em>Blue</em> 711 | Benjamin Moore', 'sections': 'Boca Raton <em>Blue</em>', 'color_name': 'Boca Raton <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;711&#x2F;boca-raton-<em>blue</em>'}",6242eff064441f5136003c24,Medium,Cool,,,,,
