image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,PrimaryColorFamily,Mood,Project,Family,Shade,Interior/Exterior,cdp,Color Collection,Style,language
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-059-sulfur-yellow-2151-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2151-40/sulfur-yellow,"['Sulfur Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2151-40/sulfur-yellow,2024-07-22T03:30:34Z,Sulfur Yellow 2151-40 | Benjamin Moore,2024-07-22T03:30:34Z,Color,A muted medium yellow that infuses a room with earthy warmth.,09e1d19629569799d55b20fd811dc8d12ec4d8d7,1,,"{'title': 'Sulfur <em>Yellow</em> 2151-40 | Benjamin Moore', 'sections': 'Sulfur <em>Yellow</em>', 'description': 'A muted medium <em>yellow</em> that infuses a room with earthy warmth.', 'color_name': 'Sulfur <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2151-40&#x2F;sulfur-<em>yellow</em>', 'PrimaryColorFamily': '<em>Yellow</em>'}",6242b82fe7b9d24aba0f46ec,2151-40,Medium,Warm,D2BA7F,Sulfur Yellow,,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-063-yellow-topaz-CSP-945-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-945/yellow-topaz,"['Yellow Topaz', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-945/yellow-topaz,2024-07-21T20:17:14Z,Yellow Topaz CSP-945 | Benjamin Moore,2024-07-20T15:36:23Z,Color,"In the bright sunlight, the canary yellow gemstone danced and sparkled on her hand.",602f152bc233b51a9610001573750d9a52aa8820,1,,"{'title': '<em>Yellow</em> Topaz CSP-945 | Benjamin Moore', 'sections': '<em>Yellow</em> Topaz', 'description': 'In the bright sunlight, the canary <em>yellow</em> gemstone danced and sparkled on her hand.', 'color_name': '<em>Yellow</em> Topaz', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-945&#x2F;<em>yellow</em>-topaz', 'PrimaryColorFamily': '<em>Yellow</em>'}",62473e1b196a6761c5896040,CSP-945,Light,Warm,ECD093,Yellow Topaz,Peach,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-054-yellow-oxide-2154-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2154-10/yellow-oxide,"['Yellow Oxide', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2154-10/yellow-oxide,2024-07-21T20:31:59Z,Yellow Oxide 2154-10 | Benjamin Moore,2024-07-21T20:31:59Z,Color,"Like its namesake pigment, this dark yellow hue balances earthiness with an otherworldly richness.",860aa69d0a880c38a7a3704f18553656b2465950,1,,"{'title': '<em>Yellow</em> Oxide 2154-10 | Benjamin Moore', 'sections': '<em>Yellow</em> Oxide', 'description': 'Like its namesake pigment, this dark <em>yellow</em> hue balances earthiness with an otherworldly richness.', 'color_name': '<em>Yellow</em> Oxide', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2154-10&#x2F;<em>yellow</em>-oxide', 'PrimaryColorFamily': '<em>Yellow</em>'}",624270fc196a67ef68896012,2154-10,Medium,Warm,C58E38,Yellow Oxide,Brown,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-050-mellow-yellow-2020-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2020-50/mellow-yellow,"['Mellow Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2020-50/mellow-yellow,2024-07-21T19:30:41Z,Mellow Yellow 2020-50 | Benjamin Moore,2024-07-21T19:30:41Z,Color,A pale yet eye-catching yellow that radiates warmth and cheer.,4c300ad732f9a507c99dd59af2f525fbd5183ec9,1,,"{'title': 'Mellow <em>Yellow</em> 2020-50 | Benjamin Moore', 'sections': 'Mellow <em>Yellow</em>', 'description': 'A pale yet eye-catching <em>yellow</em> that radiates warmth and cheer.', 'color_name': 'Mellow <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2020-50&#x2F;mellow-<em>yellow</em>', 'PrimaryColorFamily': '<em>Yellow</em>'}",6242ff2028ccbc5bbddda17f,2020-50,Light,Warm,FFE99F,Mellow Yellow,,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-051-yellow-flash-2021-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2021-10/yellow-flash,"['Yellow Flash', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2021-10/yellow-flash,2024-07-22T01:30:22Z,Yellow Flash 2021-10 | Benjamin Moore,2024-07-22T01:30:22Z,Color,"An eye-catching blend of yellow and orange, this marigold hue leaves a lasting impression.",0f5abbfcf502bf96b1f41658fa62dbf7f55b383c,1,,"{'title': '<em>Yellow</em> Flash 2021-10 | Benjamin Moore', 'sections': '<em>Yellow</em> Flash', 'description': 'An eye-catching blend of <em>yellow</em> and orange, this marigold hue leaves a lasting impression.', 'color_name': '<em>Yellow</em> Flash', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2021-10&#x2F;<em>yellow</em>-flash', 'PrimaryColorFamily': '<em>Yellow</em>'}",6242d17b64441fd11900451a,2021-10,Medium,Warm,FFBD00,Yellow Flash,,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-073-barely-yellow-2025-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2025-70/barely-yellow,"['Barely Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2025-70/barely-yellow,2024-07-22T03:10:34Z,Barely Yellow 2025-70 | Benjamin Moore,2024-07-22T03:10:33Z,Color,"With radiant notes of yellow and green, this barely there hue delivers high impact.",d2804bcf416e45631fa3d1b8d659d8261be35675,1,,"{'title': 'Barely <em>Yellow</em> 2025-70 | Benjamin Moore', 'sections': 'Barely <em>Yellow</em>', 'description': 'With radiant notes of <em>yellow</em> and green, this barely there hue delivers high impact.', 'color_name': 'Barely <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2025-70&#x2F;barely-<em>yellow</em>', 'PrimaryColorFamily': '<em>Yellow</em>'}",6243120a196a670e85896614,2025-70,Light,Warm,F7F8DB,Barely Yellow,,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-070-jasper-yellow-2024-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2024-50/jasper-yellow,"['Jasper Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2024-50/jasper-yellow,2024-07-22T03:10:31Z,Jasper Yellow 2024-50 | Benjamin Moore,2024-07-22T03:10:31Z,Color,"A mellow yellow with greenish depths, this intriguing hue has a healing quality.",763b71201ace94847f0d1baaa35a9dbf3e23aa12,1,,"{'title': 'Jasper <em>Yellow</em> 2024-50 | Benjamin Moore', 'sections': 'Jasper <em>Yellow</em>', 'description': 'A mellow <em>yellow</em> with greenish depths, this intriguing hue has a healing quality.', 'color_name': 'Jasper <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2024-50&#x2F;jasper-<em>yellow</em>', 'PrimaryColorFamily': '<em>Yellow</em>'}",6242ea1d28ccbc3309dd9dd7,2024-50,Light,Warm,F6ECA9,Jasper Yellow,,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-056-damask-yellow-CW-400-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-400/damask-yellow,"['Damask Yellow', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-400/damask-yellow,2024-07-30T21:47:41Z,Damask Yellow CW-400 | Benjamin Moore,2024-07-03T11:20:45Z,Color,"Echoing the richness of a pattern favored by Virginia's gentry, this vibrant shade is based on 1760s block-printed wallpaper with an Indian-inspired design of Palmate leaves and flowers found in the Thomas Everard House.",1dfd45a72673b50aa36dc6ffe418ecf4246585d0,1,,"{'title': 'Damask <em>Yellow</em> CW-400 | Benjamin Moore', 'sections': 'Damask <em>Yellow</em>', 'color_name': 'Damask <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-400&#x2F;damask-<em>yellow</em>', 'Family': '<em>Yellow</em>'}",62424ec6196a67e36c896077,CW-400,,,E8CD83,Damask Yellow,,,,,Yellow,Light,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-253-antique-yellow-OC-103-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/oc-103/antique-yellow,"['Antique Yellow', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/oc-103/antique-yellow,2024-07-30T20:37:52Z,Antique Yellow OC-103 | Benjamin Moore,2024-07-30T20:37:51Z,Color,Faded hints of cream lend character to this comforting off-white.,71614e3fbbcef0ad7638e4a05c8cf4d70ea77b97,1,,"{'title': 'Antique <em>Yellow</em> OC-103 | Benjamin Moore', 'sections': 'Antique <em>Yellow</em>', 'color_name': 'Antique <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;oc-103&#x2F;antique-<em>yellow</em>'}",6242dd8464441fc90d0047f0,OC-103,,,F7ECD3,Antique Yellow,,,,,White,Light,"['Interior', 'Exterior']",true,Off White Collection,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-057-aztec-yellow-2152-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2152-20/aztec-yellow,"['Aztec Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2152-20/aztec-yellow,2024-07-22T03:26:22Z,Aztec Yellow 2152-20 | Benjamin Moore,2024-07-22T03:26:21Z,Color,"Exhibiting shades of amber, honey and bronze, this unique hue is full of mystique.",80df3c11933f73463184d919a55279a28daae469,1,,"{'title': 'Aztec <em>Yellow</em> 2152-20 | Benjamin Moore', 'sections': 'Aztec <em>Yellow</em>', 'color_name': 'Aztec <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2152-20&#x2F;aztec-<em>yellow</em>', 'PrimaryColorFamily': '<em>Yellow</em>'}",62428610e7b9d2d7b10f5146,2152-20,Medium,Warm,B89045,Aztec Yellow,Brown,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-049-lion-yellow-2158-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2158-60/lion-yellow,"['Lion Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2158-60/lion-yellow,2024-07-21T21:37:45Z,Lion Yellow 2158-60 | Benjamin Moore,2024-07-21T21:37:45Z,Color,"A light, crisp peach that can brighten a space with playful energy.",cfad904796c9eea47bc8cc6bd9478dcfa9bc4d38,1,,"{'title': 'Lion <em>Yellow</em> 2158-60 | Benjamin Moore', 'sections': 'Lion <em>Yellow</em>', 'color_name': 'Lion <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2158-60&#x2F;lion-<em>yellow</em>'}",6242c79828ccbc4cd5ddbe2c,2158-60,Light,Warm,FAE8CE,Lion Yellow,Peach,Orange,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-186-acorn-yellow-2161-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2161-40/acorn-yellow,"['Acorn Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2161-40/acorn-yellow,2024-07-22T04:29:34Z,Acorn Yellow 2161-40 | Benjamin Moore,2024-07-22T04:29:34Z,Color,"With its delicate russet tones, this dark tan hue recalls perfectly browned autumn vegetables.",7041afcaef2e534919b180b0cac82e2f46f67c87,1,,"{'title': 'Acorn <em>Yellow</em> 2161-40 | Benjamin Moore', 'sections': 'Acorn <em>Yellow</em>', 'color_name': 'Acorn <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2161-40&#x2F;acorn-<em>yellow</em>'}",6242867228ccbccfb6dd9986,2161-40,Medium,Warm,CDA87F,Acorn Yellow,Brown,Orange,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-186-yellow-squash-2161-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2161-50/yellow-squash,"['Yellow Squash', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2161-50/yellow-squash,2024-07-30T19:10:04Z,Yellow Squash 2161-50 | Benjamin Moore,2024-07-30T19:10:04Z,Color,"Infused with hints of pink and orange, this soft tan hue resembles the delicate skin of butternut squash.",b653ecd603881b6214b3c4f47cfea6438fa0181a,1,,"{'title': '<em>Yellow</em> Squash 2161-50 | Benjamin Moore', 'sections': '<em>Yellow</em> Squash', 'color_name': '<em>Yellow</em> Squash', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2161-50&#x2F;<em>yellow</em>-squash'}",62428637196a67f515895f67,2161-50,,,E3C9AA,Yellow Squash,,,,,Orange,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-026-yellow-haze-2017-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2017-50/yellow-haze,"['Yellow Haze', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2017-50/yellow-haze,2024-07-30T15:17:02Z,Yellow Haze 2017-50 | Benjamin Moore,2024-07-03T17:08:48Z,Color,A creamy orange that conveys luminous energy and optimism.,a490610a60402bf45235f27f0d6ea90788ccef14,1,,"{'title': '<em>Yellow</em> Haze 2017-50 | Benjamin Moore', 'sections': '<em>Yellow</em> Haze', 'color_name': '<em>Yellow</em> Haze', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2017-50&#x2F;<em>yellow</em>-haze'}",6242fef464441f127f003ad1,2017-50,,,FFDDA6,Yellow Haze,,,,,Orange,Light,Interior,true,Color Preview&reg;,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-050-crowne-hill-yellow-312-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/312/crowne-hill-yellow,"['Crowne Hill Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/312/crowne-hill-yellow,2024-07-22T02:51:26Z,Crowne Hill Yellow 312 | Benjamin Moore,2024-07-03T16:46:58Z,Color,A touch of bright melon punctuates this medium yellow.,6205cc5fd08ecae3a3453f66270cb929df23f0dd,1,,"{'title': 'Crowne Hill <em>Yellow</em> 312 | Benjamin Moore', 'sections': 'Crowne Hill <em>Yellow</em>', 'description': 'A touch of bright melon punctuates this medium <em>yellow</em>.', 'color_name': 'Crowne Hill <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;312&#x2F;crowne-hill-<em>yellow</em>', 'PrimaryColorFamily': '<em>Yellow</em>'}",6242eed828ccbc124bdd9e91,312,Light,Warm,FBDB90,Crowne Hill Yellow,Peach,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-050-yellow-rain-coat-2020-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2020-40/yellow-rain-coat,"['Yellow Rain Coat', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2020-40/yellow-rain-coat,2024-07-22T02:07:18Z,Yellow Rain Coat 2020-40 | Benjamin Moore,2024-07-22T02:07:17Z,Color,A classic bright yellow to lighten up dark spaces.,10c0cda90495436edbfa66a06faed00b4b4a9fe5,1,,"{'title': '<em>Yellow</em> Rain Coat 2020-40 | Benjamin Moore', 'sections': '<em>Yellow</em> Rain Coat', 'description': 'A classic bright <em>yellow</em> to lighten up dark spaces.', 'color_name': '<em>Yellow</em> Rain Coat', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2020-40&#x2F;<em>yellow</em>-rain-coat', 'PrimaryColorFamily': '<em>Yellow</em>'}",6242d351e7b9d269a70f6047,2020-40,Light,Warm,FFD867,Yellow Rain Coat,,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-064-yellow-brick-road-349-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/349/yellow-brick-road,"['Yellow Brick Road', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/349/yellow-brick-road,2024-07-21T22:12:49Z,Yellow Brick Road 349 | Benjamin Moore,2024-07-21T22:12:48Z,Color,An iconic shade of golden yellow that has a familiar—instantly comforting—presence.,5533b7e2cee8680aa510d6344e864de3e47ff0aa,1,,"{'title': '<em>Yellow</em> Brick Road 349 | Benjamin Moore', 'sections': '<em>Yellow</em> Brick Road', 'description': 'An iconic shade of golden <em>yellow</em> that has a familiar—instantly comforting—presence.', 'color_name': '<em>Yellow</em> Brick Road', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;349&#x2F;<em>yellow</em>-brick-road', 'PrimaryColorFamily': '<em>Yellow</em>', 'Undertone': '<em>Yellow</em>'}",6242d29364441f7c2d004bd1,349,Light,Warm,F1CC54,Yellow Brick Road,Yellow,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-050-bumble-bee-yellow-2020-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2020-10/bumble-bee-yellow,"['Bumble Bee Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2020-10/bumble-bee-yellow,2024-07-22T02:07:20Z,Bumble Bee Yellow 2020-10 | Benjamin Moore,2024-07-22T02:07:19Z,Color,"Spiked with a hint of orange, this playful yellow buzzes with optimism and exuberance.",6fbea7c75e5b56ad1854a82898ba175c5f297040,1,,"{'title': 'Bumble Bee <em>Yellow</em> 2020-10 | Benjamin Moore', 'sections': 'Bumble Bee <em>Yellow</em>', 'description': 'Spiked with a hint of orange, this playful <em>yellow</em> buzzes with optimism and exuberance.', 'color_name': 'Bumble Bee <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2020-10&#x2F;bumble-bee-<em>yellow</em>', 'PrimaryColorFamily': '<em>Yellow</em>'}",6242ff29e7b9d27c9d0f3c2c,2020-10,Medium,Warm,FFB000,Bumble Bee Yellow,,Yellow,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-061-sun-kissed-yellow-2022-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2022-20/sun-kissed-yellow,"['Sun Kissed Yellow', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2022-20/sun-kissed-yellow,2024-07-30T13:36:37Z,Sun Kissed Yellow 2022-20 | Benjamin Moore,2024-07-30T13:36:36Z,Color,A dramatic yellow that captures the wholesome exuberance of fun under the summer sun.,bc66157a1edde11be6a2491fd62dda4ec23eae4a,1,,"{'title': 'Sun Kissed <em>Yellow</em> 2022-20 | Benjamin Moore', 'sections': 'Sun Kissed <em>Yellow</em>', 'description': 'A dramatic <em>yellow</em> that captures the wholesome exuberance of fun under the summer sun.', 'color_name': 'Sun Kissed <em>Yellow</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2022-20&#x2F;sun-kissed-<em>yellow</em>', 'Family': '<em>Yellow</em>'}",62425fe964441f4515004300,2022-20,,,FFD600,Sun Kissed Yellow,,,,,Yellow,Light,Interior,true,Color Preview&reg;,,
