image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,PrimaryColorFamily,language,Undertone,Family,Shade,Interior/Exterior,cdp,Color Collection,Mood,Project,Style,Opacity
https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-red/red_hero_mobile_640x640.jpg,https://www.benjaminmoore.com/en-us/paint-colors/red,['Red Paint Colors'],/en-us/paint-colors/red,2024-08-05T18:38:08Z,Red Paint Colors  | Benjamin Moore,2024-07-04T18:33:54Z,Color,"Our Benjamin Moore Red Colors offer a sophisticated look that is classic, rich and regal. Explore our red paint colors today, and breathe energizing  life and energy into your space.",29d21f83e9a86ac1e2eb901d878e9f3d2507a935,1,,"{'title': '<em>Red</em> Paint Colors  | Benjamin Moore', 'sections': '<em>Red</em> Paint Colors', 'description': 'Our Benjamin Moore <em>Red</em> Colors offer a sophisticated look that is classic, rich and regal. Explore our <em>red</em> paint colors today, and breathe energizing  life and energy into your space.', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;<em>red</em>'}",62f69a9028ccbc3d13909d34,,,,,,,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-019-caliente-AF-290-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/af-290/caliente,"['Caliente', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/af-290/caliente,2024-07-21T23:34:03Z,Caliente AF-290 | Benjamin Moore,2024-07-21T23:34:03Z,Color,"A charismatic, classic shade of red that is radiant and full of energy.",87eb01f88fbf7d68caee640bdfc86a86167c6976,1,,"{'description': 'A charismatic, classic shade of <em>red</em> that is radiant and full of energy.', 'PrimaryColorFamily': '<em>Red</em>'}",6241fee764441f243d003c83,AF-290,Dark,Warm,8A2728,Caliente,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-003-dinner-party-AF-300-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/af-300/dinner-party,"['Dinner Party', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/af-300/dinner-party,2024-07-21T23:39:52Z,Dinner Party AF-300 | Benjamin Moore,2024-07-21T23:39:52Z,Color,"A deep, understated red that can be used in everyday spaces, as well as those reserved for special occasions.",5dba8a688cdd0bd12c6b2c7791ee934a5a63c97d,1,,"{'description': 'A deep, understated <em>red</em> that can be used in everyday spaces, as well as those reserved for special occasions.', 'PrimaryColorFamily': '<em>Red</em>'}",62427c20196a67e8a9895a10,AF-300,Dark,Warm,763637,Dinner Party,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-003-new-london-burgundy-HC-61-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-61/new-london-burgundy,"['New London Burgundy', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-61/new-london-burgundy,2024-07-21T23:58:04Z,New London Burgundy HC-61 | Benjamin Moore,2024-07-21T23:58:03Z,Color,"A distinguished, deep red with violet undertones.",1ed55b97c8faa1b72b5d0a6b27e23c2d2d62dcd3,1,,"{'description': 'A distinguished, deep <em>red</em> with violet undertones.', 'PrimaryColorFamily': '<em>Red</em>'}",62423482196a67924b894a70,HC-61,Dark,Warm,754B4E,New London Burgundy,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-009-million-dollar-red-2003-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2003-10/million-dollar-red,"['Million Dollar Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2003-10/million-dollar-red,2024-07-21T23:48:53Z,Million Dollar Red 2003-10 | Benjamin Moore,2024-07-21T23:48:53Z,Color,A signature red for interiors that perfectly balances boldness and understatement.,6300df03dd4cecc0ff72ae7104d542d658a22607,1,,"{'title': 'Million Dollar <em>Red</em> 2003-10 | Benjamin Moore', 'sections': 'Million Dollar <em>Red</em>', 'description': 'A signature <em>red</em> for interiors that perfectly balances boldness and understatement.', 'color_name': 'Million Dollar <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2003-10&#x2F;million-dollar-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62425f2b28ccbc664fdda802,2003-10,Dark,Warm,B5332C,Million Dollar Red,Red,,,,,,,,,,,
https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-red/red_hero_mobile_640x640.jpg,https://www.benjaminmoore.com/en-us/color-overview/color-palettes/color-families/red-paint-colors,"['Red Paint Color by Family', 'From deepest garnet to soft rose, the variety within the red color family always surprises. Whether you browse color online or get expert advice in-store, let us help you find the best red paint colors for any project.', 'Warm + Cool + Most Popular Paint Colors', 'Discover the Language of Red', 'The Breadth and Depth of Red Paint', 'Red Pairs Well', 'Perk Up Smaller Spaces with Red', 'Playing with the Power of Red', 'A Touch of Red on Exteriors', 'Buy a Paint Sample', 'Ideas & Inspiration', 'Ready to Explore?', 'Benjamin Moore', 'For Professionals', 'Customer Service', 'Buy Paints and Stain']",/en-us/color-overview/color-palettes/color-families/red-paint-colors,2024-08-05T18:50:15Z,Red Paint Ideas | Benjamin Moore,2024-05-22T22:22:30Z,Color,Get ideas on how to use red paint colors and give your home a dynamic feel from the experts at Benjamin Moore.,9c62bc98f52724b77a5cc7d5998b9dbf10e50dd9,1,,"{'title': '<em>Red</em> Paint Ideas | Benjamin Moore', 'sections': '<em>Red</em> Paint Color by Family', 'description': 'Get ideas on how to use <em>red</em> paint colors and give your home a dynamic feel from the experts at Benjamin Moore.', 'page_path': '&#x2F;en-us&#x2F;color-overview&#x2F;color-palettes&#x2F;color-families&#x2F;<em>red</em>-paint-colors'}",5d48ec94e7b9d2430a198729,,,,,,,en-us,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-014-garrison-red-HC-66-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-66/garrison-red,"['Garrison Red', 'Matching Colors', 'Similar Colors', 'Color By Family', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/hc-66/garrison-red,2024-07-21T21:26:13Z,Garrison Red HC-66 | Benjamin Moore,2024-07-21T21:26:13Z,Color,Muted yet balanced undertones that go from brick to violet make this an essential red.,12b374ca867d58775d24debdce036e52072670c2,1,,"{'title': 'Garrison <em>Red</em> HC-66 | Benjamin Moore', 'sections': 'Garrison <em>Red</em>', 'description': 'Muted yet balanced undertones that go from brick to violet make this an essential <em>red</em>.', 'color_name': 'Garrison <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-66&#x2F;garrison-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62439f49e7b9d28da30f5f59,HC-66,Dark,Warm,8C5956,Garrison Red,Red,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-014-hodley-red-HC-65-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-65/hodley-red,"['Hodley Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-65/hodley-red,2024-07-22T01:15:32Z,Hodley Red HC-65 | Benjamin Moore,2024-07-22T01:15:32Z,Color,A deep red with versatile undertones that shift from an elegant purple to a comfortable brown.,69e61f2427d0f96fa81d1d7f3e9ba8fd5249988c,1,,"{'title': 'Hodley <em>Red</em> HC-65 | Benjamin Moore', 'sections': 'Hodley <em>Red</em>', 'description': 'A deep <em>red</em> with versatile undertones that shift from an elegant purple to a comfortable brown.', 'color_name': 'Hodley <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-65&#x2F;hodley-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242c71628ccbc98b2ddb27f,HC-65,Dark,Warm,774D4A,Hodley Red,Red,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-015-brick-red-2084-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2084-10/brick-red,"['Brick Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2084-10/brick-red,2024-07-21T22:39:01Z,Brick Red 2084-10 | Benjamin Moore,2024-07-21T22:39:00Z,Color,"Rich, saturated color gives this red decorative appeal, while brown and orange tones bring out its utilitarian side.",75e39addf35e664773427f9a98bc846d8f3472c3,1,,"{'title': 'Brick <em>Red</em> 2084-10 | Benjamin Moore', 'sections': 'Brick <em>Red</em>', 'description': 'Rich, saturated color gives this <em>red</em> decorative appeal, while brown and orange tones bring out its utilitarian side.', 'color_name': 'Brick <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2084-10&#x2F;brick-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62426d6c64441fbb3c004eb7,2084-10,Dark,Warm,793B31,Brick Red,Red,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-045-georgian-brick-HC-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-50/georgian-brick,"['Georgian Brick', 'Matching Colors', 'Similar Colors', 'Color By Family', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/hc-50/georgian-brick,2024-07-21T21:29:23Z,Georgian Brick HC-50 | Benjamin Moore,2024-07-21T21:29:23Z,Color,A foundational reddish brown that looks at home in rustic or sophisticated spaces.,93ece35b4e3a133959f0571babdc2cadd82238cb,1,,"{'description': 'A foundational <em>reddish</em> brown that looks at home in rustic or sophisticated spaces.', 'PrimaryColorFamily': '<em>Red</em>'}",6242f180e7b9d229530f6250,HC-50,Dark,Warm,985949,Georgian Brick,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-017-deep-rose-2004-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2004-10/deep-rose,"['Deep Rose', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2004-10/deep-rose,2024-07-21T22:13:36Z,Deep Rose 2004-10 | Benjamin Moore,2024-07-21T22:13:36Z,Color,Subtle russet notes bring out the sophisticated side of this rich shade of red.,58b2f45045f034b0a77eaf3d6aaba8e3ed646556,1,,"{'description': 'Subtle russet notes bring out the sophisticated side of this rich shade of <em>red</em>.', 'PrimaryColorFamily': '<em>Red</em>'}",6242d0e028ccbc3eacdda5aa,2004-10,Dark,Warm,A0372F,Deep Rose,Red,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-005-raspberry-blush-2008-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2008-30/raspberry-blush,"['Raspberry Blush', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2008-30/raspberry-blush,2024-07-21T21:24:32Z,Raspberry Blush 2008-30 | Benjamin Moore,2024-07-21T21:24:32Z,Color,"A vivacious shade of coral tinged with pink, this electric hue is the definition of charismatic color.",25194233f62b54d5d691ef87213be1d958187109,1,,{},63437a36196a67d0d07dd45a,2008-30,Medium,Warm,D75F56,Raspberry Blush,Orange,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-016-red-2000-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2000-10/red,"['Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2000-10/red,2024-07-21T22:50:57Z,Red 2000-10 | Benjamin Moore,2024-07-21T22:50:57Z,Color,"A classic, bold red that can add an extravagant touch to the space.",51b3c2346de2b2a558553d2f314dfcd9282607fe,1,,"{'title': '<em>Red</em> 2000-10 | Benjamin Moore', 'sections': '<em>Red</em>', 'description': 'A classic, bold <em>red</em> that can add an extravagant touch to the space.', 'color_name': '<em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2000-10&#x2F;<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62424b5728ccbc5763dda38e,2000-10,Dark,Warm,C92E2E,Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-004-terra-cotta-tile-2090-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2090-30/terra-cotta-tile,"['Terra Cotta Tile', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2090-30/terra-cotta-tile,2024-07-21T23:39:50Z,Terra Cotta Tile 2090-30 | Benjamin Moore,2024-07-21T23:39:49Z,Color,"A widely appealing red perfectly calibrated between dramatic and welcoming, rustic and sophisticated.",7bc0d9658d540387e6cb84ddf473f821f49bd812,1,,"{'description': 'A widely appealing <em>red</em> perfectly calibrated between dramatic and welcoming, rustic and sophisticated.', 'PrimaryColorFamily': '<em>Red</em>'}",624256ed196a6717d2896bb4,2090-30,Dark,Warm,A14C3E,Terra Cotta Tile,Red,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-018-brickyard-red-CW-325-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-325/brickyard-red,"['Brickyard Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cw-325/brickyard-red,2024-07-21T03:12:08Z,Brickyard Red CW-325 | Benjamin Moore,2024-07-21T03:12:08Z,Color,"A red made from naturally occurring iron oxide pigments, reddish-brown Brickyard red has a likable, well-worn quality.",dd9562182608fcd0cb6d3bf1164025a211910d24,1,,"{'title': 'Brickyard <em>Red</em> CW-325 | Benjamin Moore', 'sections': 'Brickyard <em>Red</em>', 'description': 'A <em>red</em> made from naturally occurring iron oxide pigments, <em>reddish</em>-brown Brickyard <em>red</em> has a likable, well-worn quality.', 'color_name': 'Brickyard <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-325&#x2F;brickyard-<em>red</em>'}",62473d3c196a679ffb89542a,CW-325,Dark,Warm,985949,Brickyard Red,Orange,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-014-cochineal-red-CW-330-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-330/cochineal-red,"['Cochineal Red', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-330/cochineal-red,2024-07-22T00:25:10Z,Cochineal Red CW-330 | Benjamin Moore,2024-07-22T00:25:10Z,Color,"Grown-up and glamorous, this aristocratic shade of deep red was created with red pigments available in the 18th century.",6d30dbee60a939f698e04af9e28ce825e0413ee3,1,,"{'title': 'Cochineal <em>Red</em> CW-330 | Benjamin Moore', 'sections': 'Cochineal <em>Red</em>', 'description': 'Grown-up and glamorous, this aristocratic shade of deep <em>red</em> was created with <em>red</em> pigments available in the 18th century.', 'color_name': 'Cochineal <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-330&#x2F;cochineal-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62424ec6196a6777038963dc,CW-330,Dark,Warm,9E3F31,Cochineal Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-005-cornwallis-red-CW-315-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-315/cornwallis-red,"['Cornwallis Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cw-315/cornwallis-red,2024-07-21T02:22:05Z,Cornwallis Red CW-315 | Benjamin Moore,2024-07-21T02:22:05Z,Color,Pure red pigment is the basis for this rich and regal deep red that radiates confidence and grace.,926d419c55212634cc21b7bcb7ce8ca3ce9b050a,1,,"{'title': 'Cornwallis <em>Red</em> CW-315 | Benjamin Moore', 'sections': 'Cornwallis <em>Red</em>', 'description': 'Pure <em>red</em> pigment is the basis for this rich and regal deep <em>red</em> that radiates confidence and grace.', 'color_name': 'Cornwallis <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-315&#x2F;cornwallis-<em>red</em>'}",62473b5728ccbc8c66dd9dc5,CW-315,Dark,Warm,BD4638,Cornwallis Red,Orange,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-013-ladybug-red-1322-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1322/ladybug-red,"['Ladybug Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1322/ladybug-red,2024-07-30T13:28:04Z,Ladybug Red 1322 | Benjamin Moore,2024-07-30T13:28:03Z,Color,A rich shade of true red.,f83b88e465e3bf836b6ccdb6758a9862a59dd886,1,,"{'title': 'Ladybug <em>Red</em> 1322 | Benjamin Moore', 'sections': 'Ladybug <em>Red</em>', 'description': 'A rich shade of true <em>red</em>.', 'color_name': 'Ladybug <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1322&#x2F;ladybug-<em>red</em>', 'Family': '<em>Red</em>'}",62426595e7b9d244c80f5b76,1322,,,B03E43,Ladybug Red,,,,Red,Dark,Interior,true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-019-segovia-red-1288-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1288/segovia-red,"['Segovia Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1288/segovia-red,2024-07-21T23:02:14Z,Segovia Red 1288 | Benjamin Moore,2024-07-21T23:02:13Z,Color,A hint of brown balances this indulgent shade of red.,a127def21e4ab7047ace86fbcfd1f5299696f124,1,,"{'title': 'Segovia <em>Red</em> 1288 | Benjamin Moore', 'sections': 'Segovia <em>Red</em>', 'description': 'A hint of brown balances this indulgent shade of <em>red</em>.', 'color_name': 'Segovia <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1288&#x2F;segovia-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242dd9f28ccbc5153ddbf87,1288,Dark,Warm,9B4B49,Segovia Red,Red,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-008-moroccan-red-1309-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1309/moroccan-red,"['Moroccan Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1309/moroccan-red,2024-07-22T01:12:06Z,Moroccan Red 1309 | Benjamin Moore,2024-07-22T01:12:05Z,Color,A glamourous jewel-toned red that commands attention.,e78707e57607c007d0220b0e867dbb8190d36a32,1,,"{'title': 'Moroccan <em>Red</em> 1309 | Benjamin Moore', 'sections': 'Moroccan <em>Red</em>', 'description': 'A glamourous jewel-toned <em>red</em> that commands attention.', 'color_name': 'Moroccan <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1309&#x2F;moroccan-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62424c0428ccbc979cdda9ad,1309,Dark,Warm,A84342,Moroccan Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-170-aniline-red-1350-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1350/aniline-red,"['Aniline Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1350/aniline-red,2024-07-22T03:06:26Z,Aniline Red 1350 | Benjamin Moore,2024-07-22T03:06:26Z,Color,A statement-making red hue with hints of deep violet.,eb8ab9af2b4dcb66a5ce4c94b4b1018fc79a2251,1,,"{'title': 'Aniline <em>Red</em> 1350 | Benjamin Moore', 'sections': 'Aniline <em>Red</em>', 'description': 'A statement-making <em>red</em> hue with hints of deep violet.', 'color_name': 'Aniline <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1350&#x2F;aniline-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",624306ede7b9d2ddbb0f4166,1350,Dark,Cool,AF405B,Aniline Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-004-cottage-red-HC-184-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-184/cottage-red,"['Cottage Red', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/hc-184/cottage-red,2024-07-22T00:28:02Z,Cottage Red HC-184 | Benjamin Moore,2024-07-22T00:28:02Z,Color,Deep brownish tones make this a classic barn red color.,d914beeddb7a665af71721e78a2bf19c3babfc60,1,,"{'title': 'Cottage <em>Red</em> HC-184 | Benjamin Moore', 'sections': 'Cottage <em>Red</em>', 'description': 'Deep brownish tones make this a classic barn <em>red</em> color.', 'color_name': 'Cottage <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-184&#x2F;cottage-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",624310f6e7b9d28b230f4423,HC-184,Dark,Warm,662A25,Cottage Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-033-mayflower-red-HC-49-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-49/mayflower-red,"['Mayflower Red', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-49/mayflower-red,2024-07-21T22:09:51Z,Mayflower Red HC-49 | Benjamin Moore,2024-07-21T22:09:51Z,Color,Orange undertones infuse this red with earthy sophistication.,1e71430c5d22359afc199d75c10d7fb8271518b6,1,,"{'title': 'Mayflower <em>Red</em> HC-49 | Benjamin Moore', 'sections': 'Mayflower <em>Red</em>', 'description': 'Orange undertones infuse this <em>red</em> with earthy sophistication.', 'color_name': 'Mayflower <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-49&#x2F;mayflower-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6243113fe7b9d285850f5b1e,HC-49,Dark,Warm,9E624D,Mayflower Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-014-red-rock-2005-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2005-10/red-rock,"['Red Rock', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2005-10/red-rock,2024-07-21T23:03:21Z,Red Rock 2005-10 | Benjamin Moore,2024-07-21T23:03:21Z,Color,An earthen red with rich brown undertones.,e690089c62d1e1bdd90e5769f0c20f1416b28686,1,,"{'title': '<em>Red</em> Rock 2005-10 | Benjamin Moore', 'sections': '<em>Red</em> Rock', 'description': 'An earthen <em>red</em> with rich brown undertones.', 'color_name': '<em>Red</em> Rock', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2005-10&#x2F;<em>red</em>-rock', 'PrimaryColorFamily': '<em>Red</em>'}",62426d9c28ccbcfadcddac94,2005-10,Dark,Warm,7C3E32,Red Rock,Red,,Brown,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-012-smoldering-red-2007-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2007-10/smoldering-red,"['Smoldering Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2007-10/smoldering-red,2024-07-22T00:26:51Z,Smoldering Red 2007-10 | Benjamin Moore,2024-07-22T00:26:51Z,Color,A decadent lipstick red that commands attention.,f6ba2b02b0e0bf986e8d72fcc5cffd4a590ecb5e,1,,"{'title': 'Smoldering <em>Red</em> 2007-10 | Benjamin Moore', 'sections': 'Smoldering <em>Red</em>', 'description': 'A decadent lipstick <em>red</em> that commands attention.', 'color_name': 'Smoldering <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2007-10&#x2F;smoldering-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242c14464441f9157004f24,2007-10,Dark,Warm,A33A2D,Smoldering Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-016-tricycle-red-2000-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2000-20/tricycle-red,"['Tricycle Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2000-20/tricycle-red,2024-07-21T14:27:05Z,Tricycle Red 2000-20 | Benjamin Moore,2024-07-21T14:27:05Z,Color,A playful red with a pinkish pop.,b966eaf23fffb726ec5f9ff99b0c00be785193c5,1,,"{'title': 'Tricycle <em>Red</em> 2000-20 | Benjamin Moore', 'sections': 'Tricycle <em>Red</em>', 'description': 'A playful <em>red</em> with a pinkish pop.', 'color_name': 'Tricycle <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2000-20&#x2F;tricycle-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",62425f5528ccbc43c2ddb177,2000-20,Dark,Warm,D33A41,Tricycle Red,Red,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-003-tucson-red-1300-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1300/tucson-red,"['Tucson Red', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1300/tucson-red,2024-07-22T04:32:15Z,Tucson Red 1300 | Benjamin Moore,2024-07-22T04:32:14Z,Color,"Warmed by a touch of orange, this earthy red is surprisingly versatile.",ae3ed92efe66e05f69bcac269cfca6af71542df9,1,,"{'title': 'Tucson <em>Red</em> 1300 | Benjamin Moore', 'sections': 'Tucson <em>Red</em>', 'description': 'Warmed by a touch of orange, this earthy <em>red</em> is surprisingly versatile.', 'color_name': 'Tucson <em>Red</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1300&#x2F;tucson-<em>red</em>', 'PrimaryColorFamily': '<em>Red</em>'}",6242659564441f82c70061ea,1300,Dark,Warm,A64C43,Tucson Red,Red,,,,,,,,,,,
